"team","G.x","E","Range RAA","종합 RAA.x","종합RAA/144","POSAdj","RAAwithPOS","WAAwoPOS","WAAwithPOS","WAA-BT","WAA-SB","WAA-Def","Rep.Wins","Pos.Wins","WAA-GS","WAA-GR","PA.x","타격 RAA","도루 RAA","주루 RAA","공격 RAA","필딩 RAA","포지션 RAA","수비 RAA","종합 RAA.y","대체 Run","RAR","RPW.x","연봉.x","WAR당 연봉.x","G.y","oWAR","dWAR","PA.y","ePA","AB","R.x","H.x","2B","3B","HR.x","TB","RBI","SB","CS","BB.x","HP.x","IB.x","SO.x","GDP","SH","SF","AVG.x","OBP.x","SLG","OPS","R/ePA.x","wRC+.x","WAR.x","K%.x","BB%.x","BB/SO","BABIP.x","IsoP.x","IsoD","R/ePA.y","wOBA","wRC","RC27","Own%","wRC+.y","PA","HR.y","XH","XH/AB","HR/XH","HR/FB","PA/HR","AB/HR","IsoP.y","SLG/AVG","G.x.x","RPW.y","선발RAA","구원RAA","종합RAA","선발WAA","구원WAA","종합WAA","선발WAR","구원WAR","연봉.y","WAR당 연봉.y","G.y.y","GS","GR","GF","CG","SHO","W","L","S","HD","IP","ER","R.y","rRA","TBF","H.y","HR","BB.y","HP.y","IB.y","SO.y","BK","WP","ERA.x","RA9.x","rRA9.x","FIP.x","WHIP","WAR.y","G","K/9","BB/9","K/BB","HR/9","K%.y","BB%.y","K-BB%","BABIP.y","LOB","ERA.y","RA9.y","rRA9.y","FIP.y","kwERA","ERA-FIP","ERA-","rRA9-","FIP-","AVG.y","OBP.y"
"08한화",126,54,66.82,69.34,6.13,NA,NA,7.137,NA,-0.42,1.29,-0.77,2.23,-1.13,-3.08,1.29,4882,-4.08,12.57,12.57,12.96,69.34,-10.95,55.51,68.47,21.69,90.17,301.18,172900,6016,126,22.57,6.17,4882,4813,4275,592,1086,204,20,120,1690,566,97,25,463,57,17,770,100,52,35,0.254,0.333,0.395,0.728,0.123,99.3,28.74,15.8,9.5,0.6,0.283,0.141,0.079,0.123,0.34,557.3,4.42,19.6,99.3,4882,120,344,0.08,0.35,NA,40.68,35.63,0.141,1.555,126,304.33,-38.15,3.06,-82.53,-3.08,1.29,-1.8,8.23,5.57,130200,2859749,126,126,361,126,3,1,64,62,36,39,1129.2,556,595,595,4911,1136,95,519,49,28,723,4,37,4.43,4.74,4.74,4.38,1.47,13.79,126,5.76,4.14,1.39,0.76,14.7,10.6,4.2,0.302,70.6,4.43,4.74,4.74,4.38,4.9,0.05,104,99.17,102.4,0.269,0.352
"08우리",126,87,-17.7,-18.42,-1.5,NA,NA,-1.896,NA,-3.52,-0.61,0.27,2.21,0,1.53,-1.12,4834,-34.24,-5.94,-5.94,-49.31,-18.42,-0.02,-21.29,-70.6,21.48,-49.12,456.62,253100,17807,126,17.35,-3.13,4834,4763,4317,499,1149,190,19,70,1587,471,97,57,396,37,20,713,114,51,33,0.266,0.331,0.368,0.699,0.105,93.9,14.21,14.7,8.2,0.56,0.303,0.102,0.065,0.105,0.333,521.2,4.11,17.4,93.9,4834,70,279,0.06,0.25,NA,69.06,61.67,0.102,1.383,126,334.42,6.13,-32.23,-13.7,1.53,-1.12,0.41,13.17,2.8,126000,-222654,126,126,384,126,4,2,50,76,29,36,1125.1,555,609,609,4933,1159,91,465,70,20,729,2,46,4.44,4.87,4.87,4.24,1.44,15.97,126,5.83,3.72,1.57,0.73,14.8,9.4,5.4,0.303,69.3,4.44,4.87,4.87,4.24,4.76,0.2,104.57,102.76,99.75,0.269,0.347
"08삼성",126,61,49.75,47.94,4.18,NA,NA,4.935,NA,0.42,-0.02,1.09,2.22,-0.69,-5.22,5.34,4859,4.08,-0.2,-0.2,-8.79,47.94,-6.68,38.4,29.6,21.59,51.2,301.18,396325,16085,126,21.99,2.65,4859,4773,4180,557,1078,186,16,92,1572,520,59,37,505,65,15,699,115,70,38,0.258,0.344,0.376,0.72,0.117,100.7,24.64,14.4,10.4,0.72,0.288,0.118,0.086,0.117,0.342,563.1,4.52,20.3,100.7,4859,92,294,0.07,0.31,NA,52.82,45.43,0.118,1.457,126,323.46,-65.06,31.21,-65.68,-5.22,5.34,0.12,5.15,10.41,161800,514713,126,126,409,126,0,0,65,61,40,48,1123.1,552,596,596,4867,1184,87,416,43,4,703,4,49,4.42,4.78,4.78,4.09,1.42,15.57,126,5.63,3.33,1.69,0.7,14.4,8.5,5.9,0.308,68.8,4.42,4.78,4.78,4.09,4.69,0.33,103.51,99.64,95.65,0.275,0.341
"08롯데",126,84,-57.64,-56.92,-5.83,NA,NA,-5.858,NA,7.36,-0.54,-6.65,2.24,0.59,3.38,2.87,4890,71.49,-5.29,-5.29,69.67,-56.92,5.68,-54.12,15.55,21.73,37.28,272.03,210600,9027,126,28.54,-5.21,4890,4815,4256,624,1200,199,22,93,1722,590,133,68,445,76,13,728,97,62,51,0.282,0.356,0.405,0.761,0.13,112.6,23.33,14.9,9.1,0.61,0.318,0.123,0.074,0.13,0.357,634.3,5.14,24.7,112.6,4890,93,314,0.07,0.3,NA,52.58,45.76,0.123,1.436,126,241.39,30.94,24.5,93.51,3.38,2.87,6.25,14.27,7.4,162000,332622,126,126,319,126,9,3,69,57,27,38,1119,457,518,518,4769,1134,70,409,47,32,671,2,42,3.68,4.17,4.17,3.88,1.38,21.67,126,5.4,3.29,1.64,0.56,14.1,8.6,5.5,0.305,71.8,3.68,4.17,4.17,3.88,4.74,-0.2,89.06,93.49,94.4,0.27,0.339
"08두산",126,76,-43.7,-44.06,-3.78,NA,NA,-4.535,NA,2.78,0.8,-2.56,2.28,0.66,-1.63,7.5,4975,26.98,7.77,7.77,23.21,-43.41,6.37,-39.98,-17.42,22.11,4.69,349.75,283400,13951,126,25.68,-5.37,4975,4915,4344,647,1198,166,37,68,1642,598,189,63,472,78,23,719,115,36,44,0.276,0.354,0.378,0.732,0.132,104.7,20.31,14.5,9.5,0.66,0.314,0.102,0.078,0.132,0.347,600.1,4.76,22,104.7,4975,68,271,0.06,0.25,NA,73.16,63.88,0.102,1.37,126,296.16,-21.25,61.55,69.8,-1.63,7.5,5.87,9.58,11.94,209800,23743209,126,126,369,126,0,0,70,56,26,37,1134.2,490,542,542,4857,1115,78,379,69,13,780,5,45,3.89,4.3,4.3,3.81,1.32,21.52,126,6.19,3.01,2.06,0.62,16.1,7.8,8.3,0.298,70.2,3.89,4.3,4.3,3.81,4.41,0.08,94.53,95.84,91.58,0.259,0.326
"08SK",126,90,-63.11,-59.87,-5.43,NA,NA,-6.162,NA,9.76,-0.77,2.38,2.29,-0.06,6.23,7.35,5003,94.77,-7.44,-7.44,90.83,-58.86,-0.6,-62.42,27.41,22.23,49.64,359.47,407900,16282,126,31.22,-6.17,5003,4908,4332,632,1222,215,23,89,1750,591,170,83,491,62,15,735,99,80,38,0.282,0.361,0.404,0.765,0.129,116.3,25.05,14.7,9.8,0.67,0.32,0.122,0.079,0.129,0.362,669,5.3,25.8,116.3,5003,89,327,0.08,0.27,NA,56.21,48.67,0.122,1.433,126,280.45,54.44,64.92,159.4,6.23,7.35,13.59,16.88,12.53,236700,75726,126,126,483,126,1,1,83,43,43,72,1151,412,461,461,4855,1053,78,448,55,13,801,2,35,3.22,3.6,3.6,3.96,1.3,29.41,126,6.26,3.5,1.79,0.61,16.5,9.2,7.3,0.287,75.7,3.22,3.6,3.6,3.96,4.53,-0.74,82.07,87.02,98.4,0.248,0.325
"08LG",126,63,28.9,28.17,2.64,NA,NA,2.9,NA,-9.12,0.32,6.25,2.17,-0.16,-5.27,-0.72,4743,-88.65,3.11,3.11,-73.44,26.82,-1.59,22.42,-49.65,21.08,-28.58,359.47,225100,14099,126,12.27,3.69,4743,4651,4184,468,1070,164,23,66,1478,447,111,45,364,59,6,765,90,85,50,0.256,0.321,0.353,0.674,0.101,83.9,15.97,16.1,7.7,0.48,0.295,0.097,0.065,0.101,0.321,458.3,3.66,14.2,83.9,4743,66,253,0.06,0.26,NA,71.86,63.39,0.097,1.379,126,322.07,-77.83,-24.29,-120.77,-5.27,-0.72,-5.99,5.78,3.53,202900,-2858688,126,126,401,126,1,0,46,80,25,40,1108.1,601,646,646,4976,1239,82,480,72,4,631,3,46,4.88,5.25,5.25,4.4,1.55,9.3,126,5.12,3.9,1.31,0.67,12.7,9.6,3,0.318,68.3,4.88,5.25,5.25,4.4,5.04,0.48,116.09,114.53,106.1,0.288,0.366
"08KIA",126,61,36.68,33.8,3.1,NA,NA,3.479,NA,-4.13,-0.47,-5.65,2.21,-1.18,1.38,-0.56,4832,-40.11,-4.52,-4.52,-34.34,33.53,-11.49,19.19,-14.88,21.47,6.59,330.32,230200,11545,126,16.88,3.06,4832,4732,4210,503,1095,188,28,48,1483,465,131,65,453,48,14,642,97,85,35,0.26,0.336,0.352,0.688,0.106,92.8,19.94,13.3,9.4,0.71,0.295,0.092,0.076,0.106,0.333,518.5,4.12,17.4,92.8,4832,48,264,0.06,0.18,NA,100.67,87.71,0.092,1.354,126,376.83,3.08,-20.72,-40.04,1.38,-0.56,0.82,12.43,3.89,122500,-779443,126,126,387,126,3,1,57,69,29,26,1124,510,555,555,4850,1078,65,473,77,9,733,5,52,4.08,4.44,4.44,4.03,1.38,16.32,126,5.87,3.79,1.55,0.52,15.1,9.8,5.4,0.294,69.8,4.08,4.44,4.44,4.03,4.76,0.05,100.13,102.37,99.27,0.256,0.339
"07현대",126,79,-9.01,-5.75,-0.5,NA,NA,-0.601,NA,2.31,-0.17,0.15,2.25,-0.52,-3.84,-0.25,4920,22.09,-1.62,-1.62,14.21,-5.78,-4.94,-12.72,1.53,21.57,23.1,382.89,295250,13587,126,23.71,-1.98,4920,4757,4260,530,1154,178,7,96,1634,507,51,36,443,60,38,653,111,125,32,0.271,0.346,0.384,0.73,0.111,104.1,21.73,13.3,9,0.68,0.299,0.113,0.075,0.111,0.344,560.1,4.43,21.2,104.1,4920,96,281,0.07,0.34,NA,51.25,44.38,0.113,1.417,126,288.14,-48.38,-22.54,-67.3,-3.84,-0.25,-4.08,7.04,4.36,125900,-167590,126,126,424,126,1,0,56,69,27,46,1127,554,615,615,4906,1104,119,466,48,20,796,4,32,4.42,4.91,4.91,4.02,1.39,11.4,126,6.36,3.72,1.71,0.95,16.2,9.5,6.7,0.291,69.1,4.42,4.91,4.91,4.02,4.59,0.4,111.42,112.09,100.2,0.259,0.336
"07한화",126,64,35.98,37.12,3.36,NA,NA,3.878,NA,1.14,0.65,0.29,2.2,-0.74,3.24,1.55,4805,10.94,6.19,6.19,-10.71,37.12,-7.08,28.09,17.38,21.07,38.45,268.02,166400,7272,126,22.86,0.03,4805,4701,4128,534,1050,165,13,104,1553,502,48,21,506,56,17,705,128,87,28,0.254,0.342,0.376,0.718,0.114,102.1,22.88,14.7,10.5,0.72,0.283,0.122,0.088,0.114,0.341,536.4,4.33,20.5,102.1,4805,104,282,0.07,0.37,NA,46.2,39.69,0.122,1.48,126,225.22,27.55,9.16,11.76,3.24,1.55,4.79,15.45,4.84,114900,132983,126,126,324,126,9,3,67,57,39,36,1119,440,481,481,4781,1084,84,451,53,24,741,4,38,3.54,3.87,3.87,3.72,1.37,20.29,126,5.96,3.63,1.64,0.68,15.5,9.4,6.1,0.297,75.3,3.54,3.87,3.87,3.72,4.67,-0.18,89.86,90.4,94.05,0.261,0.338
"07삼성",126,77,32.21,34.41,2.99,NA,NA,3.595,NA,-0.86,0.11,0.4,2.24,-1.01,-2.63,6.77,4895,-8.19,1.07,1.07,5.31,34.41,-9.65,22.77,28.08,21.46,49.54,296.74,506000,20742,126,20.72,3.68,4895,4771,4186,497,1062,191,9,86,1529,469,101,46,511,63,28,678,93,95,39,0.254,0.341,0.365,0.706,0.104,98.5,24.39,13.9,10.4,0.75,0.282,0.111,0.087,0.104,0.337,526.6,4.19,19.4,98.5,4895,86,286,0.07,0.3,NA,56.92,48.67,0.111,1.437,126,191.73,-28.84,56.82,4.82,-2.63,6.77,4.13,8.14,11.53,151875,109654,126,126,421,126,0,0,62,60,41,51,1131.2,467,509,509,4824,1091,90,400,58,7,719,5,35,3.71,4.05,4.05,3.78,1.32,19.67,126,5.72,3.18,1.8,0.72,14.9,8.3,6.6,0.289,73.1,3.71,4.05,4.05,3.78,4.61,-0.07,93.03,91.02,93.41,0.258,0.327
"07롯데",126,72,-39.32,-40.99,-3.69,NA,NA,-4.283,NA,-0.33,-0.5,3.82,2.24,0.28,-2.11,1.81,4894,-3.15,-4.8,-4.8,6.82,-41.67,2.66,-40.99,-33.5,21.46,-12.04,344.6,256500,14284,126,20.63,-2.67,4894,4756,4273,533,1152,193,18,76,1609,501,67,46,405,73,34,763,87,104,39,0.27,0.34,0.377,0.717,0.112,99.4,17.96,15.6,8.3,0.53,0.31,0.107,0.07,0.112,0.338,532.4,4.23,19.7,99.4,4894,76,287,0.07,0.26,NA,64.39,56.22,0.107,1.396,126,240.45,-31.27,16.49,12.34,-2.11,1.81,-0.31,8.24,6.81,217500,-542835,126,126,397,126,2,0,55,68,22,24,1120.2,515,554,554,4871,1164,93,414,69,40,704,4,46,4.14,4.45,4.45,3.8,1.41,15.05,126,5.65,3.33,1.7,0.75,14.5,8.5,6,0.306,72.1,4.14,4.45,4.45,3.8,4.69,0.34,106.04,105.84,96.85,0.274,0.345
"07두산",126,55,-8.09,-8.7,-0.77,NA,NA,-0.909,NA,1.29,0.39,-0.38,2.22,-0.29,5.47,4.14,4856,12.35,3.7,3.7,14.52,-9.2,-2.78,-13.96,1.07,21.29,22.36,373.31,233700,10920,126,22.97,-1.57,4856,4766,4199,578,1103,209,32,78,1610,543,161,59,449,88,21,748,102,68,51,0.263,0.343,0.383,0.726,0.121,102.3,21.4,15.4,9.2,0.6,0.3,0.12,0.08,0.121,0.342,543.2,4.34,20.5,102.3,4856,78,319,0.08,0.24,NA,62.26,53.83,0.12,1.456,126,322.04,148.9,30.9,73.3,5.47,4.14,9.61,17.54,7.72,99300,509086,126,126,371,126,6,4,70,54,30,42,1131.1,434,480,480,4814,1067,74,399,75,24,721,4,43,3.45,3.82,3.82,3.59,1.3,25.26,126,5.74,3.17,1.81,0.59,15,8.3,6.7,0.287,73.8,3.45,3.82,3.82,3.59,4.6,-0.14,86.22,86.23,89.32,0.252,0.325
"07SK",126,85,-7.37,-2.7,-0.23,NA,NA,-0.282,NA,3.75,-0.55,0.48,2.24,0.04,0.69,7.83,4881,35.85,-5.3,-5.3,46.84,-3.71,0.42,-5.28,42.57,21.4,63.97,373.31,369100,14280,126,24.59,1.25,4881,4772,4236,603,1118,212,20,112,1706,568,136,68,442,76,22,750,86,87,40,0.264,0.341,0.403,0.744,0.126,106.7,25.85,15.4,9.1,0.59,0.295,0.139,0.077,0.126,0.347,569.1,4.52,21.9,106.7,4881,112,344,0.08,0.33,NA,43.58,37.82,0.139,1.527,126,215.63,1.14,66.22,68.94,0.69,7.83,8.52,11.62,12.55,159600,94988,126,126,462,126,1,0,73,48,36,77,1139.1,412,465,465,4852,1079,77,445,67,27,650,1,28,3.25,3.67,3.67,3.91,1.34,24.17,126,5.14,3.52,1.46,0.61,13.4,9.2,4.2,0.285,75.9,3.25,3.67,3.67,3.91,4.89,-0.66,85.61,90.52,100.8,0.256,0.334
"07LG",126,88,-35.01,-37.39,-3.3,NA,NA,-3.906,NA,0.2,0.63,-0.74,2.26,-0.55,-3.29,1.56,4933,1.89,6.06,6.06,6.14,-38.59,-5.25,-45.85,-38.51,21.63,-16.88,363.74,230500,13093,126,22.46,-4.85,4933,4820,4322,532,1160,186,19,78,1618,508,130,46,431,48,24,704,107,89,43,0.268,0.338,0.374,0.712,0.11,100.3,17.6,14.3,8.7,0.61,0.302,0.106,0.07,0.11,0.339,541.1,4.24,19.7,100.3,4933,78,283,0.07,0.28,NA,63.24,55.41,0.106,1.396,126,289.13,-40.56,2.55,-14.29,-3.29,1.56,-1.73,7.63,6.24,182100,4266333,126,126,431,126,2,1,58,62,34,58,1135.2,548,600,600,5014,1181,63,514,52,21,630,2,48,4.34,4.75,4.75,3.97,1.49,13.87,126,4.99,4.07,1.23,0.5,12.6,10.3,2.3,0.306,69.1,4.34,4.75,4.75,3.97,5.12,0.37,109.78,108.49,98.44,0.275,0.356
"07KIA",126,70,30.62,24.01,2.25,NA,NA,2.508,NA,-2.97,-0.36,0.23,2.2,-0.63,-5.53,0.65,4811,-28.4,-3.45,-3.45,-42.58,24.01,-6.01,16.04,-26.54,21.09,-5.45,296.74,274100,14962,126,17.76,0.56,4811,4725,4204,499,1080,198,16,73,1529,465,70,44,428,55,7,630,117,78,45,0.257,0.33,0.364,0.694,0.106,94.7,18.32,13.1,8.9,0.68,0.284,0.107,0.073,0.106,0.332,497.1,3.94,17.5,94.7,4811,73,287,0.07,0.25,NA,65.9,57.59,0.107,1.416,126,287.9,-67.01,-3.38,-89.57,-5.53,0.65,-4.89,6.17,4.26,69200,840083,126,126,404,126,2,1,51,74,26,27,1109.2,557,602,602,4933,1109,103,526,97,28,670,7,60,4.52,4.88,4.88,4.36,1.47,10.45,126,5.43,4.27,1.27,0.84,13.6,10.7,2.9,0.292,71.2,4.52,4.88,4.88,4.36,5.05,0.16,111.48,108.67,108.15,0.266,0.358
"06현대",126,80,-12.13,-12.94,-1.15,NA,NA,-1.411,NA,7.93,-0.55,0.72,2.36,-0.72,3.32,1.22,4798,72.68,-5.06,-5.06,57.27,-12.94,-6.61,-11.51,45.75,21.65,67.4,201.71,210700,7909,126,29.03,-2.38,4798,4628,4092,547,1104,172,9,92,1570,518,71,47,444,77,17,628,108,153,32,0.27,0.35,0.384,0.734,0.118,114.5,26.64,13.1,9.3,0.71,0.297,0.114,0.08,0.118,0.347,572,4.64,25.7,114.5,4798,92,273,0.07,0.34,NA,52.15,44.48,0.114,1.422,126,214.22,28.54,0.62,37.51,3.32,1.22,4.54,14.22,5.32,99700,8009131,126,126,366,126,2,1,70,55,41,45,1114.2,426,467,467,4771,1053,69,394,71,0,816,0,39,3.44,3.77,3.77,3.23,1.3,19.54,126,6.59,3.18,2.07,0.56,17.1,8.3,8.8,0.295,73.9,3.44,3.77,3.77,3.23,4.34,0.21,94.92,94.2,89.43,0.251,0.324
"06한화",126,74,-3.82,-3.95,-0.36,NA,NA,-0.43,NA,3.18,0.38,0.81,2.35,1.06,3.62,2.54,4769,29.16,3.52,3.52,8.36,-3.95,9.75,13.8,22.16,21.52,43.68,201.71,136670,5709,126,25.08,-1.15,4769,4688,4170,511,1057,191,3,110,1584,481,65,28,442,59,13,800,120,68,30,0.253,0.331,0.38,0.711,0.109,105.9,23.94,16.8,9.3,0.55,0.288,0.127,0.078,0.109,0.337,526.4,4.23,22.3,105.9,4769,110,304,0.07,0.36,NA,43.35,37.91,0.127,1.502,126,227.79,28.15,18.59,49.08,3.62,2.54,6.16,15.43,5.96,106110,969407,126,126,345,126,11,3,67,57,41,47,1121.1,420,475,475,4731,1077,94,373,49,17,760,2,37,3.37,3.81,3.81,3.47,1.29,21.39,126,6.1,2.99,2.04,0.75,16.1,7.9,8.2,0.293,74.9,3.37,3.81,3.81,3.47,4.42,-0.1,88.38,85.65,90.74,0.257,0.323
"06삼성",126,63,11.28,16.59,1.45,NA,NA,1.809,NA,2.63,0.05,0.13,2.35,-1.17,1.77,2.21,4779,24.09,0.46,0.46,15.15,16.59,-10.76,13.84,28.99,21.57,50.56,192.54,348200,14081,126,24.24,0.49,4779,4675,4091,538,1043,192,9,73,1472,505,121,52,477,79,14,689,107,90,42,0.255,0.341,0.36,0.701,0.115,104.8,24.73,14.4,10,0.69,0.288,0.105,0.086,0.115,0.335,521.9,4.22,22.2,104.8,4779,73,274,0.07,0.27,NA,65.47,56.04,0.105,1.412,126,286.77,14.17,5.22,8.04,1.77,2.21,3.98,12.76,6.27,168300,-4639551,126,126,387,126,1,0,73,50,49,65,1118,414,471,471,4699,1030,100,365,63,9,781,7,21,3.33,3.79,3.79,3.51,1.25,19.03,126,6.29,2.94,2.14,0.81,16.6,7.8,8.9,0.283,74.9,3.33,3.79,3.79,3.51,4.34,-0.18,91.74,93.97,96.82,0.249,0.317
"06롯데",126,74,2.18,4.43,0.39,NA,NA,0.484,NA,-1.57,-0.43,-2.79,2.35,-0.86,-1.59,-2.62,4766,-14.4,-3.96,-3.96,-7.67,4.04,-7.88,4.15,-3.13,21.51,18.38,265.89,178700,8443,126,19.5,1.66,4766,4624,4137,488,1034,173,3,88,1477,463,62,41,418,65,17,815,84,124,21,0.25,0.327,0.357,0.684,0.106,97.1,21.17,17.1,8.8,0.51,0.291,0.107,0.077,0.106,0.326,482.8,3.86,19.3,97.1,4766,88,264,0.06,0.33,NA,54.16,47.01,0.107,1.428,126,209.82,-21.83,-34.77,-59.84,-1.59,-2.62,-4.21,9.53,1.35,177700,106011,126,126,401,126,5,1,50,73,28,34,1118.2,482,541,541,4822,1128,83,410,60,30,637,1,30,3.88,4.35,4.35,3.71,1.37,10.87,126,5.13,3.3,1.55,0.67,13.2,8.5,4.7,0.296,71.3,3.88,4.35,4.35,3.71,4.84,0.17,108.74,111.93,104.13,0.268,0.338
"06두산",126,78,-9.27,-15.52,-1.36,NA,NA,-1.693,NA,-3.04,-0.07,-7.69,2.32,-1.33,5.04,-0.01,4708,-27.88,-0.64,-0.64,-29.38,-15.45,-12.21,-19.77,-49.22,21.25,-27.97,275.06,214500,13510,126,18.13,-2.26,4708,4611,4147,455,1068,152,28,55,1441,425,132,57,368,83,14,635,102,81,27,0.258,0.328,0.347,0.675,0.099,94.3,15.88,13.5,7.8,0.58,0.291,0.089,0.07,0.099,0.322,462.4,3.73,18.2,94.3,4708,55,235,0.06,0.23,NA,85.6,75.4,0.089,1.345,126,196.32,44.66,-8.55,46.17,5.04,-0.01,5.03,17.46,2.84,105600,-1570776,126,126,310,126,7,3,63,60,39,29,1115.2,416,467,467,4690,968,69,424,69,13,834,1,55,3.36,3.77,3.77,3.23,1.25,20.3,126,6.73,3.42,1.97,0.56,17.8,9,8.7,0.283,72.9,3.36,3.77,3.77,3.23,4.35,0.13,91.59,91.97,88.47,0.24,0.319
"06SK",126,75,-18.03,-14.41,-1.31,NA,NA,-1.572,NA,1.31,0.22,-1.84,2.36,-0.57,-2.98,0.22,4793,12,2.01,2.01,23.5,-13.97,-5.19,-11.13,11.93,21.63,33.55,220.05,258900,11291,126,23.16,-0.23,4793,4678,4177,509,1059,171,19,99,1565,488,117,47,424,63,19,859,84,96,33,0.254,0.329,0.375,0.704,0.109,102.4,22.93,17.9,8.8,0.49,0.295,0.121,0.075,0.109,0.332,511.4,4.09,21.1,102.4,4793,99,289,0.07,0.34,NA,48.41,42.19,0.121,1.476,126,253.11,-34.93,-6.89,-32.5,-2.98,0.22,-2.76,8.1,4.28,142200,-737757,126,126,438,126,0,0,60,65,33,52,1124,475,535,535,4819,1071,85,446,83,24,701,2,26,3.8,4.28,4.28,3.78,1.35,12.37,126,5.61,3.57,1.57,0.68,14.5,9.3,5.3,0.291,71.9,3.8,4.28,4.28,3.78,4.77,0.02,107.17,110.7,106.16,0.259,0.34
"06LG",126,73,10.96,9.48,0.85,NA,NA,1.034,NA,-7.34,0.36,-0.71,2.33,-0.3,-5.74,0.11,4724,-67.33,3.28,3.28,-52.09,9.48,-2.8,14.6,-37.49,21.32,-16.17,265.89,213200,12375,126,14.33,2.9,4724,4612,4217,457,1037,181,16,81,1493,430,84,33,330,52,19,813,86,92,32,0.246,0.306,0.354,0.66,0.099,86.4,17.23,17.2,7,0.41,0.285,0.108,0.06,0.099,0.312,424.3,3.35,15.2,86.4,4724,81,278,0.07,0.29,NA,58.32,52.06,0.108,1.439,126,337.57,-64.8,-15.36,-86.76,-5.74,0.11,-5.63,5.42,3.94,151500,-493180,126,126,409,126,3,2,47,75,29,53,1110,521,574,574,4834,1144,87,439,60,23,625,3,41,4.22,4.65,4.65,3.85,1.43,9.36,126,5.07,3.56,1.42,0.71,12.9,9.1,3.8,0.301,70.3,4.22,4.65,4.65,3.85,4.94,0.37,114.45,112.53,105.31,0.273,0.348
"06KIA",126,59,18.83,16.32,1.52,NA,NA,1.78,NA,-1.61,0.06,0.31,2.34,-1,1.58,5.17,4754,-14.77,0.55,0.55,-2.23,16.29,-9.13,15.12,12.92,21.45,34.37,210.88,218000,9535,126,19.9,2.96,4754,4632,4181,476,1067,191,22,62,1488,431,93,43,390,55,20,650,90,102,26,0.255,0.325,0.356,0.681,0.103,97,22.86,13.7,8.2,0.6,0.288,0.101,0.07,0.103,0.326,479.8,3.84,19.1,97,4754,62,275,0.07,0.23,NA,76.68,67.44,0.101,1.396,126,219.86,11.59,37.87,38.3,1.58,5.17,6.74,13.48,8.48,67500,319569,126,126,321,126,2,0,64,59,35,29,1118.1,417,451,451,4725,998,73,442,78,17,735,2,44,3.36,3.63,3.63,3.56,1.29,21.96,126,5.92,3.56,1.66,0.59,15.6,9.4,6.2,0.279,75.4,3.36,3.63,3.63,3.56,4.66,-0.2,90.39,86.12,96.01,0.243,0.327
"05현대",126,95,26.28,27.23,2.6,NA,NA,2.717,NA,0.18,0.01,1.14,2.18,-0.32,-4.19,-0.08,4899,1.82,0.15,0.15,11.11,27.23,-3.24,24.25,35.36,21.8,57.16,260.62,177600,7011,126,22,3.33,4899,4782,4190,563,1071,168,16,134,1673,529,81,38,458,120,12,817,85,105,26,0.256,0.344,0.399,0.743,0.118,100.3,25.33,16.7,9.3,0.56,0.287,0.143,0.088,0.118,0.342,583.3,4.67,20.6,100.3,4899,134,318,0.08,0.42,NA,36.56,31.27,0.143,1.559,126,412.26,-15.07,-11.61,-93.5,-4.19,-0.08,-4.27,7.9,3.72,117000,-2033251,126,126,370,126,2,0,53,70,28,22,1115.2,583,647,647,4930,1175,125,422,80,2,803,3,43,4.7,5.22,5.22,4.28,1.43,11.62,126,6.48,3.4,1.9,1.01,16.3,8.6,7.7,0.308,68.6,4.7,5.22,5.22,4.28,4.47,0.42,108.46,108.76,99.84,0.273,0.346
"05한화",126,97,-29.58,-25.71,-2.46,NA,NA,-2.565,NA,5.42,0.46,0.16,2.15,0.83,2.62,-0.34,4841,54.31,4.59,4.59,28.75,-25.52,8.31,-16.94,11.62,21.55,33.17,260.62,100600,4431,126,27.42,-4.72,4841,4798,4304,622,1163,211,9,159,1869,594,62,24,400,75,12,824,121,31,31,0.27,0.341,0.434,0.775,0.13,109.5,22.71,17,8.3,0.49,0.3,0.164,0.071,0.13,0.354,629.6,5.08,23.4,109.5,4841,159,379,0.09,0.42,NA,30.45,27.07,0.164,1.607,126,239.21,19.53,-15.26,21.87,2.62,-0.34,2.28,13.63,4.49,80900,61235,126,126,423,126,2,1,64,61,36,43,1111,545,603,603,4870,1193,111,389,88,9,662,2,35,4.41,4.88,4.88,4.36,1.42,18.12,126,5.36,3.15,1.7,0.9,13.6,8,5.6,0.306,70.4,4.41,4.88,4.88,4.36,4.73,0.05,98.17,94.66,97.87,0.279,0.349
